"id,""timestamp"",""device_id"",""device_name"",""current"",""voltage"",""power"",""channel"""
"85,""2026-06-09T11:24:05.333176"",""esp32-01"",""esp32-01"",""2.266"",""230"",""521.2"","""""
"84,""2026-06-09T11:24:00.228446"",""esp32-01"",""esp32-01"",""2.387"",""230"",""548.9"","""""
"83,""2026-06-09T11:23:54.683115"",""esp32-01"",""esp32-01"",""2.291"",""230"",""527"","""""
"82,""2026-06-09T11:23:49.429689"",""esp32-01"",""esp32-01"",""0.006"",""230"",""1.5"","""""
"81,""2026-06-09T11:23:44.236898"",""esp32-01"",""esp32-01"",""0.007"",""230"",""1.7"","""""
"80,""2026-06-09T11:23:38.973445"",""esp32-01"",""esp32-01"",""0.008"",""230"",""1.8"","""""
"79,""2026-06-09T11:23:33.829454"",""esp32-01"",""esp32-01"",""1.562"",""230"",""359.4"","""""
"78,""2026-06-09T11:23:28.365241"",""esp32-01"",""esp32-01"",""0.007"",""230"",""1.5"","""""
"77,""2026-06-09T11:23:23.143022"",""esp32-01"",""esp32-01"",""0.008"",""230"",""1.8"","""""
"76,""2026-06-09T11:23:17.885417"",""esp32-01"",""esp32-01"",""0.007"",""230"",""1.5"","""""
"75,""2026-06-09T11:23:12.663610"",""esp32-01"",""esp32-01"",""0.006"",""230"",""1.5"","""""
"74,""2026-06-09T11:23:07.442353"",""esp32-01"",""esp32-01"",""0.008"",""230"",""1.8"","""""
"73,""2026-06-09T11:23:02.253068"",""esp32-01"",""esp32-01"",""0.008"",""230"",""1.7"","""""
"72,""2026-06-09T11:22:57.134583"",""esp32-01"",""esp32-01"",""0.006"",""230"",""1.5"","""""
"71,""2026-06-09T11:22:51.807716"",""esp32-01"",""esp32-01"",""0.006"",""230"",""1.5"","""""
"70,""2026-06-09T11:22:46.693704"",""esp32-01"",""esp32-01"",""0.006"",""230"",""1.5"","""""
"69,""2026-06-09T11:22:41.293440"",""esp32-01"",""esp32-01"",""0.007"",""230"",""1.6"","""""
"68,""2026-06-09T11:22:36.149249"",""esp32-01"",""esp32-01"",""0.007"",""230"",""1.6"","""""
"67,""2026-06-09T11:22:30.919909"",""esp32-01"",""esp32-01"",""0.007"",""230"",""1.5"","""""
"66,""2026-06-09T11:22:25.711885"",""esp32-01"",""esp32-01"",""0.007"",""230"",""1.6"","""""
"65,""2026-06-09T11:22:20.473521"",""esp32-01"",""esp32-01"",""0.007"",""230"",""1.7"","""""
"64,""2026-06-09T11:22:15.252692"",""esp32-01"",""esp32-01"",""0.006"",""230"",""1.5"","""""
"63,""2026-06-09T11:22:10.053864"",""esp32-01"",""esp32-01"",""0.007"",""230"",""1.7"","""""
"62,""2026-06-09T11:22:04.807690"",""esp32-01"",""esp32-01"",""0.007"",""230"",""1.5"","""""
"61,""2026-06-09T11:21:59.585313"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.6"","""""
"60,""2026-06-09T11:21:54.465387"",""esp32-01"",""esp32-01"",""0.01"",""230"",""2.3"","""""
"59,""2026-06-09T11:21:49.449255"",""esp32-01"",""esp32-01"",""0.004"",""230"",""0.9"","""""
"58,""2026-06-09T11:21:44.123378"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"57,""2026-06-09T11:21:39.321915"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"56,""2026-06-09T11:21:33.405406"",""esp32-01"",""esp32-01"",""1.462"",""230"",""336.1"","""""
"55,""2026-06-09T11:21:28.148723"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"54,""2026-06-09T11:21:22.809419"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"53,""2026-06-09T11:21:17.599159"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"52,""2026-06-09T11:21:12.379508"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"51,""2026-06-09T11:21:07.162140"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"50,""2026-06-09T11:21:02.138280"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"49,""2026-06-09T11:20:56.696861"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"48,""2026-06-09T11:20:51.471726"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"47,""2026-06-09T11:20:46.251652"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"46,""2026-06-09T11:20:41.046781"",""esp32-01"",""esp32-01"",""2.408"",""230"",""553.8"","""""
"45,""2026-06-09T11:20:35.629593"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"44,""2026-06-09T11:20:30.407217"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"43,""2026-06-09T11:20:25.177985"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"42,""2026-06-09T11:20:19.950185"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"41,""2026-06-09T11:20:14.730400"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.2"","""""
"40,""2026-06-09T11:20:09.505697"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"39,""2026-06-09T11:20:04.386917"",""esp32-01"",""esp32-01"",""2.408"",""230"",""553.8"","""""
"38,""2026-06-09T11:19:59.087000"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"37,""2026-06-09T11:19:53.634487"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"36,""2026-06-09T11:19:48.412507"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"35,""2026-06-09T11:19:43.183164"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"34,""2026-06-09T11:19:37.966885"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"33,""2026-06-09T11:19:32.744577"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"32,""2026-06-09T11:19:27.523585"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"31,""2026-06-09T11:19:22.291741"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"30,""2026-06-09T11:19:17.180022"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"29,""2026-06-09T11:19:11.864703"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"28,""2026-06-09T11:19:06.632899"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"27,""2026-06-09T11:19:01.410634"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"26,""2026-06-09T11:18:56.290274"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"25,""2026-06-09T11:18:51.067660"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"24,""2026-06-09T11:18:45.844534"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"23,""2026-06-09T11:18:40.530526"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"22,""2026-06-09T11:18:35.249347"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"21,""2026-06-09T11:18:30.075919"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"20,""2026-06-09T11:18:24.803124"",""esp32-01"",""esp32-01"",""0.001"",""230"",""0.3"","""""
"19,""2026-06-09T11:18:19.630843"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"18,""2026-06-09T11:18:14.357404"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.3"","""""
"17,""2026-06-09T11:18:09.138710"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"16,""2026-06-09T11:18:03.912501"",""esp32-01"",""esp32-01"",""1.657"",""230"",""381.1"","""""
"15,""2026-06-09T11:17:58.536944"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"14,""2026-06-09T11:17:53.253082"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"13,""2026-06-09T11:17:48.100313"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"12,""2026-06-09T11:17:42.810036"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"11,""2026-06-09T11:17:37.851262"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"10,""2026-06-09T11:17:32.402441"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"9,""2026-06-09T11:17:27.210409"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"8,""2026-06-09T11:17:21.922067"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"7,""2026-06-09T11:17:16.756333"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"6,""2026-06-09T11:17:11.540553"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"5,""2026-06-09T11:17:06.253745"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.4"","""""
"4,""2026-06-09T11:17:01.030324"",""esp32-01"",""esp32-01"",""0.002"",""230"",""0.5"","""""
"3,""2026-06-09T11:16:55.706811"",""esp32-01"",""esp32-01"",""0"",""230"",""0"","""""
"2,""2026-06-09T11:16:50.748576"",""esp32-01"",""esp32-01"",""0"",""230"",""0"","""""
"1,""2026-06-09T11:16:45.649775"",""esp32-01"",""esp32-01"",""0"",""230"",""0"","""""
